"","x"
"1",39.5510962067596
"2",183.338101816841
"3",0.211576367721024
"4",23.8975147205883
"5",3372.89998378246
"6",9891.19806442167
"7",6050.88546656105
"8",59399745728041.6
"9",5.20219740083845
"10",24.0800693732966
"11",3.99109788247983
"12",0.847713927609259
