"","x"
"1",40.125186612564
"2",192.161239815889
"3",0.175348551854549
"4",23.9574475167645
"5",3365.55306544946
"6",9900.90153876521
"7",6222.33990109673
"8",59399279031883.7
"9",6.03767402732732
"10",23.9830245460404
"11",4.42461904901204
"12",0.346111393398903
